business_id,date,description
34708,05/15/2014,Permit license or inspection report not posted  [ date violation corrected: 10/6/2014 ]
34708,07/09/2013,Insufficient hot water or running water  [ date violation corrected: 7/9/2013 ]
34708,07/09/2013,Noncompliance with shell fish tags or display  [ date violation corrected: 5/15/2014 ]
34708,07/09/2013,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/15/2014 ]
34710,02/12/2015,Moderate risk food holding temperature 
34710,06/10/2014,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/12/2015 ]
34726,11/06/2014,Inadequately cleaned or sanitized food contact surfaces
34726,11/06/2014,Noncompliance with HAACP plan or variance
34726,11/22/2013,Foods not protected from contamination  [ date violation corrected: 11/6/2014 ]
34726,11/22/2013,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/6/2014 ]
34726,11/22/2013,No hot water or running water  [ date violation corrected: 11/22/2013 ]
34726,11/22/2013,Unclean hands or improper use of gloves  [ date violation corrected: 11/6/2014 ]
34728,03/10/2015,Unclean or degraded floors walls or ceilings
34728,03/10/2015,Wiping cloths not clean or properly stored or inadequate sanitizer
34728,03/10/2015,Moderate risk food holding temperature 
34728,06/19/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/10/2015 ]
34743,01/21/2015,Unclean or unsanitary food contact surfaces
34743,01/21/2015,High risk food holding temperature 
34743,01/21/2015,Inadequate dressing rooms or improper storage of personal items
34743,01/21/2015,Inadequate warewashing facilities or equipment
34743,01/21/2015,Inadequate food safety knowledge or lack of certified food safety manager
34743,01/21/2015,Inadequate and inaccessible handwashing facilities
34746,02/05/2015,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 3/30/2015 ]
34746,02/05/2015,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/30/2015 ]
34746,02/05/2015,Improper food storage  [ date violation corrected: 3/6/2015 ]
34746,02/05/2015,Moderate risk vermin infestation  [ date violation corrected: 3/6/2015 ]
34746,05/27/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/30/2015 ]
34746,05/27/2014,Moderate risk vermin infestation  [ date violation corrected: 2/5/2015 ]
34746,05/27/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/5/2015 ]
34746,11/15/2013,Permit license or inspection report not posted  [ date violation corrected: 5/27/2014 ]
34746,11/15/2013,Improper or defective plumbing  [ date violation corrected: 2/24/2014 ]
34746,11/15/2013,Unclean nonfood contact surfaces  [ date violation corrected: 2/24/2014 ]
34746,11/15/2013,Insufficient hot water or running water  [ date violation corrected: 2/24/2014 ]
34749,06/30/2015,Improper food storage  [ date violation corrected: 6/30/2015 ]
34749,06/30/2015,Moderate risk food holding temperature   [ date violation corrected: 6/30/2015 ]
34769,06/12/2013,Inadequate dressing rooms or improper storage of personal items
34769,06/12/2013,Unsanitary mobile food facility
34769,06/12/2013,Wiping cloths not clean or properly stored or inadequate sanitizer
34814,01/09/2015,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/23/2015 ]
34814,01/09/2015,Improper storage of equipment utensils or linens  [ date violation corrected: 1/23/2015 ]
34814,01/09/2015,Improper food storage  [ date violation corrected: 1/23/2015 ]
34814,01/09/2015,Food safety certificate or food handler card not available  [ date violation corrected: 1/23/2015 ]
34814,01/30/2014,Improper food storage  [ date violation corrected: 2/12/2014 ]
34814,01/30/2014,Moderate risk food holding temperature   [ date violation corrected: 2/12/2014 ]
34814,01/30/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/12/2014 ]
34814,01/30/2014,Moderate risk vermin infestation  [ date violation corrected: 2/12/2014 ]
34839,11/02/2015,Improper food storage
34839,11/02/2015,Noncompliance with shell fish tags or display
34839,11/02/2015,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/2/2015 ]
34839,11/02/2015,Unclean or degraded floors walls or ceilings
34865,03/04/2016,Moderate risk food holding temperature   [ date violation corrected: 3/4/2016 ]
34865,02/26/2016,Low risk vermin infestation  [ date violation corrected: 3/4/2016 ]
34865,02/26/2016,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/4/2016 ]
34865,02/26/2016,Improper cooling methods  [ date violation corrected: 3/4/2016 ]
34865,01/13/2015,Moderate risk food holding temperature   [ date violation corrected: 1/13/2015 ]
34865,05/09/2014,Improper food storage  [ date violation corrected: 1/13/2015 ]
34865,05/09/2014,Improper or defective plumbing  [ date violation corrected: 1/13/2015 ]
34865,11/05/2013,Foods not protected from contamination  [ date violation corrected: 11/5/2013 ]
34885,06/25/2015,Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/1/2015 ]
34885,06/25/2015,Improper storage use or identification of toxic substances  [ date violation corrected: 7/7/2015 ]
34885,06/25/2015,High risk food holding temperature   [ date violation corrected: 7/1/2015 ]
34885,06/25/2015,Contaminated or adulterated food  [ date violation corrected: 7/1/2015 ]
34885,06/25/2015,Moderate risk vermin infestation  [ date violation corrected: 7/7/2015 ]
34885,06/25/2015,Unclean nonfood contact surfaces  [ date violation corrected: 7/7/2015 ]
34885,06/25/2015,Improper food storage  [ date violation corrected: 7/1/2015 ]
34885,06/04/2014,Unclean nonfood contact surfaces  [ date violation corrected: 6/25/2015 ]
34885,06/04/2014,Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/4/2014 ]
34885,06/04/2014,Inadequate warewashing facilities or equipment  [ date violation corrected: 6/25/2015 ]
34885,06/04/2014,Permit license or inspection report not posted  [ date violation corrected: 6/25/2015 ]
34885,11/18/2013,Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/18/2013 ]
34885,11/18/2013,Moderate risk vermin infestation  [ date violation corrected: 6/4/2014 ]
34910,09/09/2015,Unapproved or unmaintained equipment or utensils
34910,09/09/2015,Unclean or degraded floors walls or ceilings
34910,09/09/2015,Permit license or inspection report not posted
34910,09/09/2015,Wiping cloths not clean or properly stored or inadequate sanitizer
34910,12/04/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/9/2015 ]
34910,12/04/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/11/2014 ]
34910,12/04/2014,Foods not protected from contamination  [ date violation corrected: 12/11/2014 ]
34910,12/04/2014,Unclean nonfood contact surfaces  [ date violation corrected: 12/11/2014 ]
34910,12/04/2014,Improper thawing methods   [ date violation corrected: 12/11/2014 ]
34910,03/17/2014,Inadequate procedures or records for time as a public health control   [ date violation corrected: 3/19/2014 ]
34910,03/17/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/19/2014 ]
34910,03/17/2014,Improper storage of equipment utensils or linens  [ date violation corrected: 3/19/2014 ]
34910,03/17/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/19/2014 ]
34910,10/15/2013,Improper storage of equipment utensils or linens  [ date violation corrected: 3/5/2014 ]
34910,10/15/2013,Improper food labeling or menu misrepresentation  [ date violation corrected: 3/5/2014 ]
34910,10/15/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/5/2014 ]
34910,10/15/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/5/2014 ]
34910,05/01/2013,Inadequate procedures or records for time as a public health control   [ date violation corrected: 10/14/2013 ]
34910,05/01/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/14/2013 ]
34910,05/01/2013,Food in poor condition  [ date violation corrected: 10/14/2013 ]
34989,10/19/2015,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/5/2015 ]
34989,10/19/2015,Food safety certificate or food handler card not available  [ date violation corrected: 11/5/2015 ]
34989,10/19/2015,Unapproved  living quarters in food facility  [ date violation corrected: 11/5/2015 ]
34989,06/04/2014,Unclean nonfood contact surfaces  [ date violation corrected: 12/17/2014 ]
34989,06/04/2014,Improper food storage  [ date violation corrected: 12/17/2014 ]
34989,06/04/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/17/2014 ]
34989,01/07/2014,Other moderate risk violation  [ date violation corrected: 1/7/2014 ]
34989,01/07/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/7/2014 ]
35026,03/11/2016,Improper food storage
35026,03/04/2016,Improper cooling methods  [ date violation corrected: 3/11/2016 ]
35026,03/04/2016,Improper storage of equipment utensils or linens  [ date violation corrected: 3/11/2016 ]
35026,03/04/2016,Improper food storage  [ date violation corrected: 3/11/2016 ]
35026,02/17/2016,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/29/2016 ]
35026,02/17/2016,High risk vermin infestation  [ date violation corrected: 2/29/2016 ]
35026,02/17/2016,High risk food holding temperature   [ date violation corrected: 2/29/2016 ]
35026,02/17/2016,Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/29/2016 ]
35026,02/17/2016,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/29/2016 ]
35026,02/17/2016,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/29/2016 ]
35026,02/17/2016,Improper storage use or identification of toxic substances  [ date violation corrected: 2/29/2016 ]
35026,02/17/2016,Foods not protected from contamination  [ date violation corrected: 2/29/2016 ]
35026,04/24/2015,Permit license or inspection report not posted  [ date violation corrected: 4/30/2015 ]
35026,04/24/2015,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/30/2015 ]
35026,04/24/2015,Foods not protected from contamination  [ date violation corrected: 4/30/2015 ]
35026,04/24/2015,High risk vermin infestation  [ date violation corrected: 4/30/2015 ]
35026,04/24/2015,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/30/2015 ]
35026,04/23/2013,Improper food storage  [ date violation corrected: 4/26/2013 ]
35026,04/23/2013,Foods not protected from contamination  [ date violation corrected: 4/26/2013 ]
35026,04/23/2013,Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/26/2013 ]
35026,04/23/2013,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 4/26/2013 ]
35026,04/23/2013,Contaminated or adulterated food  [ date violation corrected: 4/26/2013 ]
35026,04/23/2013,Unclean hands or improper use of gloves  [ date violation corrected: 4/26/2013 ]
35026,04/23/2013,High risk vermin infestation  [ date violation corrected: 4/26/2013 ]
35070,01/07/2015,Improper food storage
35070,01/07/2015,Moderate risk vermin infestation
35070,01/07/2015,Unclean nonfood contact surfaces
35070,05/07/2014,Improper storage of equipment utensils or linens  [ date violation corrected: 1/7/2015 ]
35106,07/27/2015,Inadequate and inaccessible handwashing facilities
35106,07/27/2015,Moderate risk food holding temperature 
35106,07/27/2015,Improper storage use or identification of toxic substances
35199,11/04/2014,Unclean nonfood contact surfaces
35199,11/04/2014,Inadequate warewashing facilities or equipment
35199,11/04/2014,Unclean or degraded floors walls or ceilings
35199,03/04/2014,Improper or defective plumbing  [ date violation corrected: 3/4/2014 ]
35199,03/04/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/4/2014 ]
35199,06/25/2013,Unclean nonfood contact surfaces  [ date violation corrected: 6/25/2013 ]
35199,06/25/2013,Moderate risk food holding temperature   [ date violation corrected: 6/25/2013 ]
35221,02/22/2016,Improper cooling methods  [ date violation corrected: 2/29/2016 ]
35221,02/22/2016,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/29/2016 ]
35221,02/22/2016,High risk food holding temperature   [ date violation corrected: 2/29/2016 ]
35221,02/22/2016,Unclean nonfood contact surfaces  [ date violation corrected: 2/29/2016 ]
35221,02/22/2016,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/29/2016 ]
35221,02/22/2016,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/29/2016 ]
35221,01/06/2015,Unclean nonfood contact surfaces  [ date violation corrected: 2/22/2016 ]
35221,01/06/2015,Moderate risk food holding temperature   [ date violation corrected: 1/6/2015 ]
35221,01/06/2015,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/22/2016 ]
35221,01/06/2015,Improper thawing methods   [ date violation corrected: 1/6/2015 ]
35221,04/17/2014,Improper storage use or identification of toxic substances  [ date violation corrected: 1/6/2015 ]
35221,04/17/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/6/2015 ]
35221,04/17/2014,Unclean nonfood contact surfaces  [ date violation corrected: 1/6/2015 ]
35221,04/17/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/6/2015 ]
35221,10/30/2013,Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/1/2013 ]
35221,10/30/2013,Insufficient hot water or running water  [ date violation corrected: 11/1/2013 ]
35221,10/30/2013,Foods not protected from contamination  [ date violation corrected: 11/1/2013 ]
35221,10/30/2013,High risk vermin infestation  [ date violation corrected: 11/1/2013 ]
35221,10/30/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/1/2013 ]
35240,09/30/2015,Foods not protected from contamination  [ date violation corrected: 10/22/2015 ]
35240,09/30/2015,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/22/2015 ]
35240,09/30/2015,High risk food holding temperature   [ date violation corrected: 10/22/2015 ]
35240,06/30/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/30/2015 ]
35240,06/30/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/30/2015 ]
35240,06/30/2014,Food safety certificate or food handler card not available  [ date violation corrected: 9/30/2015 ]
35240,06/30/2014,Unclean nonfood contact surfaces  [ date violation corrected: 9/30/2015 ]
35240,11/13/2013,Unclean nonfood contact surfaces  [ date violation corrected: 6/12/2014 ]
35240,11/13/2013,Improper food storage  [ date violation corrected: 6/12/2014 ]
35240,06/04/2013,Improper thawing methods   [ date violation corrected: 11/12/2013 ]
35240,06/04/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/12/2013 ]
35240,06/04/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/12/2013 ]
35317,02/25/2014,Foods not protected from contamination  [ date violation corrected: 3/11/2014 ]
35317,02/25/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/11/2014 ]
35317,02/25/2014,Inadequate warewashing facilities or equipment  [ date violation corrected: 3/11/2014 ]
35317,02/25/2014,Unclean nonfood contact surfaces  [ date violation corrected: 3/11/2014 ]
35340,03/20/2015,Improper food storage  [ date violation corrected: 3/20/2015 ]
35340,10/27/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/20/2015 ]
35359,09/30/2015,Moderate risk vermin infestation
35415,06/03/2014,Permit license or inspection report not posted
35415,06/03/2014,Inadequate sewage or wastewater disposal
35415,07/08/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/3/2014 ]
35415,07/08/2013,Moderate risk food holding temperature   [ date violation corrected: 6/3/2014 ]
35418,03/27/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/13/2014 ]
35425,07/13/2015,Unclean or unsanitary food contact surfaces
35425,07/13/2015,Inadequate and inaccessible handwashing facilities
35425,07/13/2015,Moderate risk food holding temperature 
35425,05/29/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/13/2015 ]
35425,05/29/2014,Inadequate procedures or records for time as a public health control   [ date violation corrected: 7/13/2015 ]
35425,11/05/2013,Improper or defective plumbing  [ date violation corrected: 5/29/2014 ]
35425,11/05/2013,Improper storage of equipment utensils or linens  [ date violation corrected: 5/29/2014 ]
35425,11/05/2013,Moderate risk vermin infestation  [ date violation corrected: 5/29/2014 ]
35425,11/05/2013,High risk food holding temperature   [ date violation corrected: 5/29/2014 ]
35425,11/05/2013,Permit license or inspection report not posted  [ date violation corrected: 5/29/2014 ]
35447,09/11/2015,Food safety certificate or food handler card not available
35447,09/11/2015,Wiping cloths not clean or properly stored or inadequate sanitizer
35447,09/11/2015,Unclean or degraded floors walls or ceilings
35447,09/11/2015,Unclean nonfood contact surfaces
35447,09/11/2015,Foods not protected from contamination
35447,09/11/2015,High risk food holding temperature 
35447,09/11/2015,Moderate risk vermin infestation
35447,09/11/2015,Inadequate and inaccessible handwashing facilities
35447,09/11/2015,No thermometers or uncalibrated thermometers 
35447,09/11/2015,Inadequate food safety knowledge or lack of certified food safety manager
35447,01/21/2014,Low risk vermin infestation  [ date violation corrected: 2/10/2014 ]
35447,01/21/2014,Improper food storage  [ date violation corrected: 2/10/2014 ]
35447,01/21/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/10/2014 ]
35447,01/21/2014,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/10/2014 ]
35447,01/21/2014,Moderate risk food holding temperature   [ date violation corrected: 2/10/2014 ]
35447,07/29/2013,Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 8/8/2013 ]
35447,07/29/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/8/2013 ]
35447,07/29/2013,Permit license or inspection report not posted  [ date violation corrected: 8/8/2013 ]
35447,07/29/2013,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/8/2013 ]
35447,07/29/2013,Improper food storage  [ date violation corrected: 8/8/2013 ]
35464,01/26/2016,Food safety certificate or food handler card not available  [ date violation corrected: 2/8/2016 ]
35464,01/26/2016,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/8/2016 ]
35464,01/26/2016,Moderate risk food holding temperature   [ date violation corrected: 2/8/2016 ]
35464,07/09/2015,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/26/2016 ]
35464,07/09/2015,Moderate risk food holding temperature   [ date violation corrected: 1/26/2016 ]
35464,07/21/2014,Insufficient hot water or running water  [ date violation corrected: 8/12/2014 ]
35464,07/21/2014,Moderate risk vermin infestation  [ date violation corrected: 8/12/2014 ]
35464,07/21/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/12/2014 ]
35464,06/25/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/21/2014 ]
35464,06/25/2013,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/21/2014 ]
35469,05/13/2014,No person in charge of food facility
35469,05/13/2014,Inadequate food safety knowledge or lack of certified food safety manager
35469,05/13/2014,Improper storage use or identification of toxic substances
35469,05/13/2014,Improper storage of equipment utensils or linens
35469,05/13/2014,Moderate risk food holding temperature 
35469,11/07/2013,Moderate risk food holding temperature   [ date violation corrected: 11/7/2013 ]
35469,11/07/2013,Improper storage use or identification of toxic substances  [ date violation corrected: 5/13/2014 ]
35469,11/07/2013,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/13/2014 ]
35503,03/11/2016,Unclean or degraded floors walls or ceilings
35503,06/01/2015,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 3/11/2016 ]
35503,06/01/2015,Improper or defective plumbing  [ date violation corrected: 3/11/2016 ]
35503,05/12/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/12/2014 ]
35507,02/12/2016,Improper storage of equipment utensils or linens
35507,02/12/2016,Unapproved or unmaintained equipment or utensils
35507,02/12/2016,Improper food storage
35507,02/12/2016,Moderate risk food holding temperature 
35507,02/12/2016,Employee eating or smoking
35507,02/12/2016,Inadequately cleaned or sanitized food contact surfaces
35507,03/06/2015,Noncompliance with HAACP plan or variance  [ date violation corrected: 2/12/2016 ]
35507,12/05/2014,High risk food holding temperature   [ date violation corrected: 3/6/2015 ]
35507,11/03/2014,Improper storage of equipment utensils or linens  [ date violation corrected: 12/5/2014 ]
35507,11/03/2014,Moderate risk food holding temperature   [ date violation corrected: 12/5/2014 ]
35507,11/03/2014,Foods not protected from contamination  [ date violation corrected: 12/5/2014 ]
35507,11/03/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/5/2014 ]
35507,11/03/2014,No thermometers or uncalibrated thermometers   [ date violation corrected: 12/5/2014 ]
35507,03/07/2014,Foods not protected from contamination  [ date violation corrected: 4/29/2014 ]
35507,03/07/2014,Unclean hands or improper use of gloves  [ date violation corrected: 3/19/2014 ]
35507,03/07/2014,Unclean nonfood contact surfaces  [ date violation corrected: 3/19/2014 ]
35507,03/07/2014,High risk food holding temperature   [ date violation corrected: 3/19/2014 ]
35507,03/07/2014,Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/19/2014 ]
35507,08/29/2013,High risk food holding temperature   [ date violation corrected: 8/29/2013 ]
35507,08/29/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/12/2013 ]
35565,05/27/2015,Moderate risk vermin infestation
35565,05/27/2015,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/27/2015 ]
35565,05/27/2015,Foods not protected from contamination
35565,07/18/2014,Improper storage of equipment utensils or linens  [ date violation corrected: 7/30/2014 ]
35565,07/18/2014,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 9/24/2014 ]
35565,07/18/2014,Foods not protected from contamination  [ date violation corrected: 7/30/2014 ]
35565,07/18/2014,Moderate risk vermin infestation  [ date violation corrected: 9/24/2014 ]
35565,07/18/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/30/2014 ]
35591,11/20/2013,Improper food storage  [ date violation corrected: 11/20/2013 ]
35591,05/23/2013,Food safety certificate or food handler card not available  [ date violation corrected: 5/23/2013 ]
35659,12/14/2015,Inadequate and inaccessible handwashing facilities
35659,12/14/2015,Improper thawing methods 
35659,12/14/2015,Foods not protected from contamination
35659,12/14/2015,Unclean or degraded floors walls or ceilings
35659,12/14/2015,Unclean or unsanitary food contact surfaces
35659,12/14/2015,High risk vermin infestation
35659,08/19/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/29/2014 ]
35659,08/19/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/29/2014 ]
35659,08/19/2014,Improper cooling methods  [ date violation corrected: 8/29/2014 ]
35659,08/19/2014,High risk food holding temperature   [ date violation corrected: 8/29/2014 ]
35659,02/10/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/20/2014 ]
35659,02/10/2014,High risk food holding temperature   [ date violation corrected: 2/20/2014 ]
35659,02/10/2014,Unclean nonfood contact surfaces  [ date violation corrected: 2/20/2014 ]
35660,02/04/2014,High risk vermin infestation  [ date violation corrected: 2/5/2014 ]
35660,02/04/2014,Permit license or inspection report not posted  [ date violation corrected: 2/5/2014 ]
35660,07/31/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/8/2013 ]
35660,07/31/2013,Improper reheating of food  [ date violation corrected: 8/8/2013 ]
35660,07/31/2013,High risk food holding temperature   [ date violation corrected: 8/8/2013 ]
35660,07/31/2013,Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/8/2013 ]
35660,07/31/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/8/2013 ]
35671,12/10/2015,Foods not protected from contamination
35671,12/10/2015,Unclean or degraded floors walls or ceilings
35671,12/10/2015,Wiping cloths not clean or properly stored or inadequate sanitizer
35671,12/10/2015,Improper food storage
35671,12/10/2015,Improper reheating of food
35671,12/10/2015,Unclean nonfood contact surfaces
35671,10/17/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/10/2015 ]
35671,10/17/2014,Permit license or inspection report not posted  [ date violation corrected: 12/10/2015 ]
35671,10/17/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/10/2015 ]
35671,04/03/2014,High risk food holding temperature   [ date violation corrected: 4/10/2014 ]
35671,04/03/2014,Insufficient hot water or running water  [ date violation corrected: 4/10/2014 ]
35671,04/03/2014,Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/10/2014 ]
35671,04/03/2014,Improper cooling methods  [ date violation corrected: 4/10/2014 ]
35671,07/29/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/6/2013 ]
35671,07/29/2013,Inadequate ventilation or lighting  [ date violation corrected: 8/6/2013 ]
35671,07/29/2013,High risk food holding temperature   [ date violation corrected: 8/6/2013 ]
35671,07/29/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/6/2013 ]
35671,07/29/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/6/2013 ]
35690,03/09/2016,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/18/2016 ]
35690,03/09/2016,Moderate risk food holding temperature   [ date violation corrected: 3/18/2016 ]
35690,03/09/2016,High risk vermin infestation  [ date violation corrected: 3/18/2016 ]
35690,03/09/2016,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/18/2016 ]
35690,02/17/2015,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/9/2016 ]
35690,02/17/2015,Unclean hands or improper use of gloves  [ date violation corrected: 3/9/2016 ]
35690,02/17/2015,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 3/9/2016 ]
35690,07/25/2014,Permit license or inspection report not posted  [ date violation corrected: 2/17/2015 ]
35690,07/25/2014,High risk vermin infestation  [ date violation corrected: 7/25/2014 ]
35690,07/25/2014,Unapproved food source  [ date violation corrected: 7/25/2014 ]
35690,07/25/2014,Unclean hands or improper use of gloves  [ date violation corrected: 7/25/2014 ]
35690,07/25/2014,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/17/2015 ]
35690,07/25/2014,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 8/1/2014 ]
35702,05/29/2014,Foods not protected from contamination  [ date violation corrected: 5/29/2014 ]
35702,05/29/2014,Improper thawing methods   [ date violation corrected: 5/29/2014 ]
35702,05/29/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/29/2014 ]
35702,05/29/2014,Low risk vermin infestation
35702,05/29/2014,Unclean nonfood contact surfaces  [ date violation corrected: 5/29/2014 ]
35702,01/13/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/29/2014 ]
35702,01/13/2014,Moderate risk vermin infestation  [ date violation corrected: 5/29/2014 ]
35702,01/13/2014,Unclean nonfood contact surfaces  [ date violation corrected: 5/29/2014 ]
35702,01/13/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/29/2014 ]
35702,01/13/2014,High risk food holding temperature   [ date violation corrected: 5/29/2014 ]
35702,06/24/2013,Foods not protected from contamination  [ date violation corrected: 1/13/2014 ]
35702,06/24/2013,Improper storage use or identification of toxic substances  [ date violation corrected: 1/13/2014 ]
35702,06/24/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/13/2014 ]
35771,04/19/2016,Moderate risk food holding temperature 
35771,04/06/2015,Improper or defective plumbing  [ date violation corrected: 4/19/2016 ]
35771,03/25/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/6/2015 ]
35771,03/25/2014,Unclean nonfood contact surfaces  [ date violation corrected: 4/6/2015 ]
35771,08/23/2013,Permit license or inspection report not posted  [ date violation corrected: 3/25/2014 ]
35771,08/23/2013,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 3/25/2014 ]
35784,12/11/2015,Unapproved or unmaintained equipment or utensils
35784,12/11/2015,Unclean nonfood contact surfaces
35784,12/11/2015,Foods not protected from contamination
35784,12/11/2015,Low risk vermin infestation
35784,12/11/2015,Inadequate ventilation or lighting
35784,12/30/2014,Foods not protected from contamination  [ date violation corrected: 12/11/2015 ]
35784,12/30/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/11/2015 ]
35784,12/30/2014,Improper cooling methods  [ date violation corrected: 12/11/2015 ]
35784,12/30/2014,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 12/11/2015 ]
35784,05/14/2014,Improper storage of equipment utensils or linens  [ date violation corrected: 12/30/2014 ]
